business_id,enterprise_category,business_type,industry_sector,years_in_operation,annual_turnover,monthly_revenue,employee_count,gst_registered,udyam_registered,itf_filing_years,existing_loans,existing_emi,bank_account_years,credit_history_length,past_defaults,delayed_payments,land_owned,property_value,machinery_value,inventory_value,loan_amount_requested,loan_tenure_months,proposed_emi,emi_to_revenue_ratio,total_asset_value,loan_to_turnover_ratio,risk_score,risk_bucket
MSME04186,Small,Trading,Hospitality,13,22298270,2332992.8097036253,46,1,0,4,1,441291,14,166,0,0,1,2692799,4243700,3564965,2819205,72,55116.00045457163,0.21277690972293795,10501464,0.12643155724636934,221.84498570744302,Low
MSME04187,Micro,Trading,IT Services,2,3595340,362861.0245408734,3,0,1,1,2,46389,3,38,0,0,0,0,286048,275651,835497,48,22001.84050186934,0.18847667805712667,561699,0.23238330728109163,100.03567578246721,Medium
MSME04188,Micro,Services,IT Services,10,2917752,227814.97997248702,1,0,0,0,1,65830,11,133,0,4,1,4749308,196097,288851,548642,36,18222.76536434229,0.3689518809276425,5234256,0.18803585774253603,90.0577239910762,High
MSME04189,Small,Manufacturing,General Manufacturing,14,9313059,809194.5035795076,13,1,1,1,1,159037,16,180,0,0,0,0,1213780,1514176,4947639,36,164332.41458814513,0.3996188965170997,2727956,0.531258204205514,187.90490655514884,Low
MSME04190,Small,Services,General Manufacturing,21,5947066,420387.9872436827,26,0,1,10,1,55412,20,180,0,4,1,4462976,375886,606444,3051146,24,143628.0364801251,0.47346746938501183,5445306,0.5130506370704478,151.29294623857194,Medium
MSME04191,Small,Services,Agriculture,8,10613338,725600.7032906625,25,1,0,5,1,84823,10,131,0,4,1,2225880,1902264,866698,2546163,48,67050.23742486346,0.20930690493560034,4994842,0.23990218722893777,152.0762852251216,Medium
MSME04192,Small,Trading,Food Processing,0,24275140,1810516.8764044775,20,1,0,0,3,88099,2,35,0,0,1,4995945,3977114,2303648,4033560,72,78856.87447118672,0.09221448120535941,11276707,0.16616011277380893,125.6055733879632,Medium
MSME04193,Micro,Services,Healthcare,0,4853898,446253.3535163642,2,0,1,0,1,29027,1,16,0,0,1,4138391,437404,231865,262288,36,8711.714892193108,0.08456791326008314,4807660,0.05403657019574783,105.60887146815887,Medium
MSME04194,Small,Manufacturing,Food Processing,6,7945289,826641.1721935984,28,1,0,4,2,114786,7,84,1,1,1,1894615,500329,972358,4645044,48,122321.8242700634,0.286832826921586,3367302,0.5846287026186209,116.29166050792877,Medium
MSME04195,Small,Services,Healthcare,11,29029653,2052419.05476398,35,1,1,6,1,421732,12,153,0,0,1,4922082,2428264,3577710,5379566,36,178678.57178268055,0.29253800308910377,10928056,0.18531279033889933,233.0032605797912,Low
MSME04196,Micro,Trading,Hospitality,0,3613681,211227.88072847654,4,1,1,0,1,51116,1,19,0,0,0,0,342720,405221,724655,60,16119.550237102485,0.3183081229865229,747941,0.20053098212044726,88.17484223056942,High
MSME04197,Micro,Manufacturing,Education Services,14,241077,16452.53144806182,1,0,1,9,2,5272,16,180,0,0,0,0,24543,11745,75068,12,6669.7008685057535,0.7258275667914033,36288,0.3113859887090017,78.08911923695524,High
MSME04198,Micro,Manufacturing,Retail,4,1971462,179935.31838693647,1,0,0,2,1,48757,5,71,0,1,1,1656226,140914,145819,926136,24,43596.43727096545,0.513259087203585,1942959,0.4697711647498151,80.89305222172831,High
MSME04199,Micro,Services,Auto Components,0,4359692,414469.65269605094,3,0,1,0,2,103079,1,7,2,1,0,0,253128,696796,752300,24,35413.37315356201,0.33414357903574826,949924,0.17255806144103758,-23.360361873377546,High
MSME04200,Small,Manufacturing,Agriculture,0,23399561,1952947.9793207117,29,1,1,0,2,461255,1,16,0,1,1,1081251,1442509,2479072,4651279,72,90933.39983376146,0.28274608728995826,5002832,0.19877633601758596,128.79975317217833,Medium
MSME04201,Small,Manufacturing,Food Processing,0,11928734,976722.7904013414,43,1,1,0,1,180737,1,13,1,4,0,0,1094394,1295982,2333635,36,77510.07588011296,0.2644016075164967,2390376,0.19563140564623202,56.28497899244909,High
MSME04202,Micro,Manufacturing,Hospitality,0,3087473,279965.74126957427,8,0,1,0,0,0,2,27,0,2,0,0,561411,340910,924537,72,18074.87632586786,0.06456102894555184,902321,0.2994478008390681,78.01704527740259,High
MSME04203,Micro,Trading,Food Processing,6,4029629,327931.96931709704,1,0,0,0,2,28110,8,106,0,0,0,0,466362,499388,562347,48,14808.753353638276,0.13087700306564978,965750,0.1395530457022222,101.0935065055406,Medium
MSME04204,Medium,Manufacturing,Hospitality,1,95216336,5825847.943937128,128,1,1,0,0,0,2,29,0,1,0,0,8115073,13770525,47004461,24,2212663.1892530276,0.37980105394884406,21885598,0.4936596279025061,174.82603153221748,Low
MSME04205,Micro,Services,Auto Components,4,1992597,124015.47225867774,6,1,1,1,0,0,6,80,0,2,0,0,240519,185418,272896,48,7186.398354031356,0.05794759495042363,425937,0.13695493870561884,131.2415239218632,Medium
MSME04206,Micro,Trading,Healthcare,6,532278,57506.96373863394,2,1,0,1,1,7223,7,95,0,1,0,0,34579,38328,67596,12,6005.822719501184,0.23003862244623927,72907,0.1269937889599044,92.95885636118736,High
MSME04207,Micro,Trading,IT Services,11,2065035,125604.87496434775,2,1,0,3,0,0,13,154,1,0,0,0,209867,100061,153574,60,3416.1688087611033,0.02719774061102934,309928,0.07436871530022493,126.90960772511256,Medium
MSME04208,Micro,Trading,Hospitality,4,3585480,288805.3810983949,5,0,1,2,0,0,5,64,0,3,0,0,700570,436227,430704,36,14305.536093634251,0.0495334818181951,1136797,0.12012450215870678,116.20777082065598,Medium
MSME04209,Micro,Services,Retail,4,4003381,294860.33194718166,1,1,1,0,3,29318,5,68,0,4,0,0,277872,331702,791265,48,20837.042293044316,0.17009762541415233,609574,0.1976491870246674,95.63822095514416,Medium
MSME04210,Micro,Trading,Hospitality,12,4799118,502067.8885698656,7,0,0,0,1,102164,14,172,0,2,0,0,319652,660595,421320,48,11094.9715441798,0.22558497391019497,980247,0.08779113162043525,129.82123719326762,Medium
MSME04211,Micro,Manufacturing,Auto Components,1,4864845,338153.01129628933,3,0,0,0,2,16941,2,30,1,0,1,839927,460516,533730,267270,48,7038.244195891331,0.07091240768186075,1834173,0.054939057667818814,45.23107232208797,High
MSME04212,Micro,Services,Food Processing,1,1592669,153241.53188211628,1,1,1,0,2,29435,2,25,1,0,0,0,164088,197957,501551,48,13207.761494718798,0.2782715688820083,362045,0.31491226362791014,47.811917623913374,High
MSME04213,Micro,Services,Retail,10,4471065,330228.88483080873,1,1,1,3,0,0,11,130,0,2,1,4422787,681282,638362,455266,48,11988.89992175202,0.03630481908902208,5742431,0.10182495669376312,178.31587412172658,Low
MSME04214,Micro,Manufacturing,Agriculture,0,3522171,320191.97213906207,3,1,0,0,1,30473,1,9,0,4,1,4037395,209708,154213,548163,12,48703.61854828581,0.24727858734040573,4401316,0.15563213711088986,41.32301903654406,High
MSME04215,Small,Services,Education Services,1,32098670,2410646.329622017,18,1,1,0,2,634158,2,28,0,2,1,623865,4034848,3587163,6196226,24,291677.87250007037,0.3840612623773969,8245876,0.19303684545185207,129.3509923346529,Medium
MSME04216,Small,Manufacturing,Education Services,2,17478875,1296836.7411474616,26,1,1,1,2,160744,4,52,1,0,1,2466321,2674165,2090219,2978165,60,66247.63553950546,0.17503485854253303,7230705,0.17038653803519963,144.1311638290824,Medium
MSME04217,Micro,Trading,Education Services,2,4842705,477918.3843101943,3,0,1,0,0,0,4,48,0,1,1,4772826,499854,238992,894504,60,19897.747431935368,0.041634195471795615,5511672,0.18471164359588288,132.0774070013359,Medium
MSME04218,Micro,Manufacturing,Education Services,6,3363007,280569.07367718854,5,1,1,2,2,13373,7,79,2,1,0,0,286984,359897,54077,24,2545.5921574174836,0.05673680263040243,646881,0.01607995463583632,80.79122379356116,High
MSME04219,Small,Services,Food Processing,0,46399712,4730309.779483022,19,1,1,0,2,892764,2,30,0,0,1,1279436,7838555,6507212,6534365,48,172074.8925621486,0.22510975859989563,15625203,0.1408277059995545,161.67307253228796,Low
MSME04220,Micro,Manufacturing,Agriculture,3,2015248,174192.11035857024,2,0,0,1,0,0,4,46,0,5,1,4881737,276552,127589,886668,48,23349.369194756517,0.13404378158512695,5285878,0.4399795955634245,67.85569361046454,High
MSME04221,Micro,Manufacturing,IT Services,8,1458866,119755.72315371108,8,1,0,1,2,29947,10,124,0,1,0,0,122971,165674,492384,36,16354.19472289091,0.38663032967085464,288645,0.33751146438398044,106.85948992381141,Medium
MSME04222,Small,Trading,Education Services,5,26324817,1562313.211030884,34,1,1,1,2,11671,7,93,0,3,1,678214,1785608,2918123,2594694,72,50726.767185598175,0.03993934554545906,5381945,0.0985645598220113,177.56895348936115,Low
MSME04223,Small,Trading,Retail,4,19348771,1451047.911217964,27,1,1,2,0,0,5,67,0,0,0,0,2871256,1882916,7741142,36,257116.6886932743,0.17719379677646802,4754172,0.4000844291350598,198.5996649915429,Low
MSME04224,Small,Trading,Education Services,1,18144045,1210536.9752695528,17,1,1,0,0,0,2,26,0,3,1,1912230,2509899,3008869,2339509,36,77705.17673595363,0.06419066771475597,7430998,0.12894087288694445,143.7064766997563,Medium
MSME04225,Micro,Manufacturing,Textile,2,3784852,232926.44268022614,1,1,1,0,0,0,4,42,2,0,0,0,377518,381119,712992,36,23681.53718208438,0.10166959538636693,758637,0.18838041751698614,61.91253663240482,High
MSME04226,Small,Manufacturing,General Manufacturing,0,30050065,2936429.6632194067,17,1,0,0,2,541907,1,6,1,0,1,4389707,4259831,4944114,3029550,60,67390.66648379412,0.20749608755000104,13593652,0.1008167536409655,84.85884923137895,High
MSME04227,Micro,Services,General Manufacturing,3,1282306,136759.3816437977,1,0,0,2,1,17534,5,58,0,0,0,0,97776,99102,517396,36,17184.951039929943,0.2538688799453527,196878,0.40348871486213117,77.21957337358343,High
MSME04228,Small,Services,Hospitality,4,19131732,1356868.8522659582,36,1,0,2,1,215198,6,83,0,1,0,0,2952632,2455669,2355143,84,41574.71007789881,0.1892391513366165,5408301,0.1231014003332265,166.38141107655966,Low
MSME04229,Micro,Manufacturing,Food Processing,4,388252,40993.206465930656,4,0,1,2,0,0,6,78,0,2,0,0,70140,37017,219948,24,10353.716068562619,0.2525715102859193,107157,0.566508350246747,75.8266050918939,High
MSME04230,Micro,Services,Food Processing,10,2291417,141222.15193227952,5,0,0,0,0,0,12,151,0,2,0,0,390847,177052,945982,12,84049.354811515,0.5951570179430442,567899,0.41283712218247487,87.66968051094493,High
MSME04231,Small,Manufacturing,Textile,0,27524766,1787151.3279324765,17,1,0,0,0,0,1,19,0,1,1,1814474,2628295,2432540,1427135,24,67180.19978134883,0.03759066103208417,6875309,0.05184912380363197,128.13758948293093,Medium
MSME04232,Micro,Manufacturing,Agriculture,2,3817371,377167.4554650355,7,0,1,0,2,39470,3,45,0,2,0,0,294307,288287,166615,60,3706.2586510199076,0.11447503761369059,582594,0.04364653055728668,96.84381190034537,Medium
MSME04233,Micro,Manufacturing,Retail,4,1401443,131414.14468400995,5,0,0,3,0,0,5,54,0,3,1,1103227,156759,170723,313724,36,10420.12613172692,0.07929227220389776,1430709,0.22385783795702002,92.82345928506723,High
MSME04234,Medium,Services,Hospitality,4,95005525,7105101.15658008,271,1,1,3,0,0,5,61,0,0,1,2665348,8408731,9132715,29564888,72,577999.2517207367,0.0813498976274881,20206794,0.3111912491405105,243.732525892599,Low
MSME04235,Micro,Services,Retail,0,1563324,99227.61232092431,8,1,1,0,1,20958,1,11,0,1,0,0,143650,167746,922820,36,30650.829381495318,0.5201055248067525,311396,0.5902935028183537,46.92960816835864,High
MSME04236,Micro,Services,Healthcare,1,1334346,88505.35133608965,8,0,0,0,0,0,2,22,0,4,1,2401443,90996,111115,66911,60,1488.3982390444617,0.016817042320892303,2603554,0.05014516474737437,64.22666450147811,High
MSME04237,Micro,Services,Hospitality,9,1596282,97695.37192850906,1,1,0,4,0,0,10,116,0,2,0,0,299409,162951,77140,24,3631.2476473026363,0.037169085654946775,462360,0.04832479474178122,137.55713609853265,Medium
MSME04238,Small,Manufacturing,Hospitality,3,48654039,3238527.297878515,15,1,1,2,1,599713,4,52,1,2,0,0,8279567,3446098,6051154,72,118301.22556347729,0.22171010447675768,11725665,0.1243710517024085,151.9806980208511,Medium
MSME04239,Small,Trading,Food Processing,2,19600630,1355154.019806908,45,1,0,1,0,0,4,47,0,4,0,0,3301243,2155628,6909090,36,229480.65578487187,0.16933916915035968,5456871,0.35249326169618017,149.25083528614238,Medium
MSME04240,Micro,Trading,Textile,11,1291479,77013.66541486188,8,0,0,5,1,18130,13,156,0,0,1,3910204,200360,128676,723203,36,24020.6884995834,0.5473144054697762,4239240,0.5599804565153595,125.83749844620544,Medium
MSME04241,Small,Services,General Manufacturing,0,18988906,1804970.550772526,32,0,0,0,1,521409,2,22,0,1,0,0,2228299,919838,6832456,36,226935.31036667383,0.4146019501793993,3148137,0.3598130403089046,85.400970937258,High
MSME04242,Micro,Manufacturing,Retail,12,4472849,328129.8281836097,1,1,0,7,2,62852,13,160,0,0,1,1600571,300405,494223,112110,84,1979.0478738799454,0.19757742913150464,2395199,0.025064561759183018,173.8976758095417,Low
MSME04243,Small,Services,General Manufacturing,0,36904003,2557172.209833971,40,1,0,0,0,0,1,22,0,3,0,0,2220423,4002153,3241428,24,152585.27092171236,0.05966953274985701,6222576,0.08783404878869103,120.33380827184179,Medium
MSME04244,Micro,Services,Retail,4,434917,30456.09953869142,6,0,0,3,2,6458,6,71,0,5,1,4340342,25110,71972,128012,36,4251.830227762704,0.35164812270714246,4437424,0.2943366205505878,56.77845915933307,High
MSME04245,Micro,Trading,Hospitality,4,2851272,187729.02781759945,3,1,1,3,1,21046,6,73,0,0,0,0,497539,237329,882961,36,29326.94020666488,0.268327923455759,734868,0.3096726653928492,138.76010341836576,Medium
MSME04246,Medium,Trading,Food Processing,5,415658818,38150972.12337175,110,1,0,2,2,1777057,7,90,0,1,1,3450933,47057682,58174033,33212736,48,874618.7240680624,0.06950480096531049,108682648,0.07990384075046858,236.40433420200185,Low
MSME04247,Micro,Trading,Textile,0,2460022,181454.2431631259,7,0,1,0,1,23746,1,6,0,1,0,0,271703,207951,189054,24,8899.428217697077,0.17990997426469163,479654,0.07685053223101257,60.672643528253786,High
MSME04248,Micro,Manufacturing,Education Services,3,4065801,339129.0893298231,3,0,1,2,2,85708,4,57,0,4,0,0,275670,387019,507413,24,23885.6917612234,0.32316216806349235,662689,0.12480025461157593,76.9968752537456,High
MSME04249,Micro,Trading,Hospitality,0,4692000,353919.2356743594,5,0,0,0,0,0,1,22,0,0,0,0,477126,343188,904043,60,20109.937218401647,0.05682069577281968,820314,0.19267753623188405,77.14591753828236,High
MSME04250,Medium,Services,Hospitality,0,451384617,30938590.29507469,67,1,1,0,0,0,2,25,2,0,1,2961935,84454830,71632002,46685595,24,2197653.059459084,0.0710327470805592,159048767,0.10342752774847,156.72503295422024,Medium
MSME04251,Micro,Trading,Hospitality,1,415637,37281.16657885683,4,1,0,0,0,0,2,23,0,2,0,0,73191,22936,161994,36,5380.518903823012,0.14432270761812618,96127,0.389748747103843,54.331674899043485,High
MSME04252,Micro,Services,Education Services,4,4149213,401642.63699203933,4,0,0,3,2,22387,5,65,0,4,0,0,246671,376603,357703,84,6314.435479711694,0.07146013106243142,623274,0.08620984268582982,87.25175429356037,High
MSME04253,Micro,Manufacturing,Retail,2,4704210,475216.0991431106,8,0,1,1,0,0,3,30,0,3,0,0,940697,498026,141838,24,6676.807153203415,0.014050044106760584,1438723,0.03015129001468897,119.1874172753063,Medium
MSME04254,Micro,Services,Food Processing,0,4760112,468912.3042713092,1,0,0,0,0,0,2,21,1,0,0,0,909310,418839,967367,36,32130.427240728393,0.0685211860470566,1328149,0.2032235796132528,50.448575894273105,High
MSME04255,Micro,Manufacturing,IT Services,1,3048352,310709.1681348637,3,1,1,0,0,0,2,24,0,1,1,541444,519389,406868,967491,72,18914.63529462879,0.060875690949740074,1467701,0.31738165408719204,114.61400085339818,Medium
MSME04256,Small,Manufacturing,Healthcare,0,31660629,2019101.6567536134,15,1,0,0,2,260696,1,15,0,1,1,982506,5924687,4715817,1019761,12,90604.5295914144,0.17398853020419408,11623010,0.03220912003990824,129.4296463974545,Medium
MSME04257,Medium,Trading,Hospitality,5,199161461,12418066.387011817,124,1,1,4,0,0,6,70,1,1,1,3900306,19097631,15088861,25936575,12,2304433.2712149597,0.1855710220413373,38086798,0.130228884994974,211.78546001729822,Low
MSME04258,Micro,Manufacturing,IT Services,4,3740874,323854.3211329694,7,1,0,3,1,83994,6,70,1,0,0,0,448043,544857,490472,24,23088.220068289073,0.33064934781068683,992900,0.13111160653900666,101.99748539251114,Medium
MSME04259,Micro,Manufacturing,Hospitality,2,1903691,170384.15558907558,3,0,1,0,0,0,3,47,1,2,1,1601142,282246,105819,604402,48,15916.222802727998,0.09341374934600133,1989207,0.31748955056256506,56.20580165605176,High
MSME04260,Micro,Manufacturing,Education Services,13,3582442,361170.3918144247,8,0,1,1,0,0,15,179,0,0,0,0,436125,331803,774686,24,36467.15990275202,0.10096940593482936,767928,0.21624523160458703,165.5732211480835,Low
MSME04261,Micro,Services,General Manufacturing,3,2309794,191047.08135113277,3,0,0,2,2,31239,4,52,0,2,0,0,124727,343940,587320,48,15466.388225879806,0.24447056660362257,468667,0.2542737577463618,58.84513716413784,High
MSME04262,Small,Trading,Healthcare,10,31698437,2804700.5179558764,40,0,1,4,0,0,12,150,0,1,1,1827572,3840286,4908265,4506014,36,149664.14501704474,0.05336189873353147,10576123,0.14215256102375015,221.39565195125235,Low
MSME04263,Micro,Manufacturing,Textile,4,4732719,279237.8364174563,7,1,0,2,0,0,5,60,0,1,1,1578080,773840,538360,219772,36,7299.575296189928,0.02614106809392827,2890280,0.04643673118982978,152.2057294621806,Medium
MSME04264,Micro,Manufacturing,General Manufacturing,2,3960629,390217.39513249515,2,0,1,1,0,0,4,55,0,2,1,2112023,447975,200281,875849,24,41229.25357327414,0.10565713903982953,2760279,0.22113886455913948,117.41621063741415,Medium
MSME04265,Small,Trading,IT Services,3,24411660,1591775.4959633606,30,0,1,2,1,118891,5,54,0,0,1,2410332,4805103,1209496,6100459,60,135701.34107938813,0.1599423673281928,8424931,0.24989939233956232,175.4587113182565,Low
MSME04266,Micro,Trading,Agriculture,0,2383911,234646.66553819797,2,1,1,0,0,0,1,16,0,0,0,0,367824,188535,913488,36,30340.87344232179,0.1293045156756452,556359,0.38318880193094457,91.87678149094813,High
MSME04267,Small,Manufacturing,Auto Components,5,11185956,1067207.0908698677,20,1,1,4,0,0,7,84,0,0,0,0,562654,1199290,2929371,24,137895.66440013703,0.12921172055532346,1761944,0.2618793601548227,187.96700394730408,Low
MSME04268,Micro,Trading,Education Services,20,1217855,127504.92320556554,8,0,1,6,0,0,20,180,2,2,0,0,187289,181010,674551,72,13187.601902888138,0.10342817807612706,368299,0.5538844936384052,75.48067930134509,High
MSME04269,Small,Services,Hospitality,1,17618694,1137442.1765853441,21,0,1,0,1,242640,2,31,1,0,1,764574,3230258,1852683,7272721,36,241558.40847642877,0.42569056998573374,5847515,0.412784341450053,87.23033395185385,High
MSME04270,Medium,Trading,Education Services,1,408434560,28910658.58096307,52,1,1,0,1,3046582,2,22,0,5,1,3830106,58056484,35386778,23743299,72,464186.0660991415,0.12143507752572931,97273368,0.05813244354248573,186.3596126267026,Low
MSME04271,Small,Services,General Manufacturing,2,11227558,853906.4902505998,30,1,1,0,1,135312,4,46,0,0,1,3864572,1631846,1730630,2491598,24,117288.1692445418,0.2958171323541645,7227048,0.221918069806453,159.61001274296916,Low
MSME04272,Medium,Trading,Textile,3,439389918,30364903.51812338,82,1,1,0,0,0,4,45,0,4,1,2091314,23768153,54809321,47391306,24,2230873.3266152362,0.07346880997938074,80668788,0.10785706284685394,220.71151632588953,Low
MSME04273,Micro,Manufacturing,General Manufacturing,6,3609564,342503.90587461274,1,0,1,4,1,66603,7,86,0,1,1,1799400,444882,565369,212092,24,9983.906870776651,0.22360885688356022,2809651,0.05875834311290782,143.86516421804333,Medium
MSME04274,Micro,Manufacturing,Retail,0,765511,66750.10407506052,2,0,1,0,1,6995,2,21,0,0,0,0,85377,77111,135657,48,3572.3691131890228,0.15831239905343086,162488,0.17721103942333943,62.51462690150667,High
MSME04275,Small,Manufacturing,General Manufacturing,1,11269699,797557.2154254239,40,1,1,0,0,0,2,19,0,0,0,0,1659850,933803,1651168,60,36729.32019498388,0.04605226996208935,2593653,0.14651393972456583,165.62795912498598,Low
MSME04276,Micro,Services,Agriculture,3,2064571,141973.85814045547,8,1,0,0,1,38811,5,56,0,0,1,1105669,110154,89711,866805,12,77014.57427032995,0.8158232493459684,1305534,0.4198475131153155,87.63100287451262,High
MSME04277,Micro,Trading,Healthcare,4,3257459,271220.5512262537,8,1,1,0,0,0,5,70,0,0,0,0,508429,524582,690114,48,18173.348505269387,0.06700579444700368,1033011,0.21185654216983238,157.40221251055465,Medium
MSME04278,Micro,Services,Education Services,3,2475919,260264.33580100085,7,1,1,0,3,57622,4,57,1,0,0,0,461238,362412,82464,36,2738.9848444069585,0.23192184460708903,823650,0.033306420767399904,89.92693133157339,High
MSME04279,Micro,Manufacturing,Education Services,2,4276635,338050.5871254841,6,0,1,1,1,93722,3,42,0,0,0,0,638028,547532,800101,24,37663.53219930628,0.388656423633236,1185560,0.1870865762451086,104.33841054300133,Medium
MSME04280,Micro,Services,IT Services,6,434731,32317.807517885245,5,0,1,5,2,6052,8,90,1,0,0,0,22993,18831,60325,48,1588.5886224310416,0.23642038892033765,41824,0.13876397128339135,72.266330071936,High
MSME04281,Micro,Services,Auto Components,1,1404181,151291.97283251534,6,1,0,0,0,0,2,26,0,1,1,4157389,190837,215028,244518,36,8121.496606818741,0.05368094853128445,4563254,0.17413567054389711,108.25261792405199,Medium
MSME04282,Small,Trading,Auto Components,1,8135191,632244.3881394952,46,0,0,0,0,0,2,23,0,3,0,0,1610677,1212007,4141247,48,109054.91698096451,0.17248854877443878,2822684,0.5090534444735225,90.2681765649831,High
MSME04283,Micro,Services,Agriculture,2,1403002,123764.94892576535,2,0,1,1,0,0,3,33,2,3,0,0,152146,89742,168879,36,5609.199426884492,0.04532138925899699,241888,0.12036975000748396,-3.244108292829475,High
MSME04284,Micro,Services,Food Processing,5,360617,36783.99308182202,4,1,0,4,1,8561,7,88,0,3,0,0,47687,43843,118051,72,2307.919775136124,0.2954796057882946,91530,0.3273583885396418,80.808993076007,High
MSME04285,Micro,Services,Hospitality,0,2114128,214474.77722769039,8,0,1,0,0,0,2,25,1,3,1,3211493,329396,157437,919845,60,20461.443980718464,0.09540256549140143,3698326,0.4350942800057518,28.742130752507336,High
MSME04286,Micro,Trading,Retail,0,2593248,184791.73613691214,6,0,1,0,0,0,1,23,0,0,1,3531799,319670,384431,621639,48,16370.139124068137,0.08858696533885858,4235900,0.23971444304594083,104.48174215744181,Medium
MSME04287,Small,Services,Auto Components,7,6521913,581190.1960677875,19,1,1,1,1,152181,8,107,0,0,0,0,930205,1030657,1404887,12,124822.50817994941,0.4766142134779592,1960862,0.21541026382903297,161.99638253794834,Low
MSME04288,Micro,Manufacturing,Textile,1,1852097,184650.69354628507,6,1,1,0,2,24435,3,41,0,1,0,0,205209,222314,505591,36,16792.856112589234,0.22327485112995224,427523,0.2729830025101277,91.01241699150856,High
MSME04289,Micro,Trading,Education Services,16,3566155,263494.2689499614,6,0,0,4,2,9758,18,180,1,1,0,0,337955,484909,727586,48,19160.12998657459,0.10974861085903259,822864,0.20402534382268858,112.5101928025872,Medium
MSME04290,Small,Services,Textile,16,21970299,1523522.7005279188,34,0,1,0,1,436209,17,180,0,0,0,0,4184415,3149124,4268224,36,141766.11428664686,0.37936757626674783,7333539,0.1942724584676795,186.70498401216716,Low
MSME04291,Micro,Services,Hospitality,5,4693110,359800.48510974384,7,0,1,3,0,0,7,93,0,0,0,0,283886,630540,660408,36,21934.99591488541,0.060964331129778636,914426,0.14071862794607415,154.22598623984203,Medium
MSME04292,Micro,Trading,IT Services,6,312597,29963.07220551153,8,0,0,3,0,0,7,85,0,3,1,2184772,49138,36641,178440,48,4699.009594473188,0.15682669528156173,2270551,0.5708308141152986,85.46392141101786,High
MSME04293,Micro,Trading,IT Services,5,3330079,195968.5706258586,4,1,1,2,3,42416,7,93,0,0,1,1489872,637994,387138,541971,48,14272.175122877314,0.28927176915070657,2515004,0.16275019301343902,151.2180997749397,Medium
MSME04294,Medium,Trading,Healthcare,0,421122909,35258856.220318876,242,1,1,0,1,7756190,2,28,0,3,1,778745,54559884,57792868,21237531,48,559265.646334464,0.23584019839935863,113131497,0.050430718790461244,190.87856936933431,Low
MSME04295,Micro,Trading,Food Processing,3,2958641,234174.70815228327,4,0,1,1,1,50398,4,46,0,1,0,0,245787,185678,246330,72,4815.798919189854,0.23578036823380794,431465,0.0832578200599532,101.79135896554959,Medium
MSME04296,Micro,Manufacturing,Auto Components,7,578050,44451.3758744599,3,0,0,3,0,0,9,117,0,0,0,0,50598,84298,113351,36,3764.8752315964925,0.08469648368656343,134896,0.19609203356111063,109.36670813142953,Medium
MSME04297,Micro,Services,General Manufacturing,7,3763400,369296.03534243995,3,0,1,1,0,0,8,90,1,2,1,1401944,224431,339903,991547,60,22056.415368621285,0.0597255677228402,1966278,0.2634710634001169,101.61270891302524,Medium
MSME04298,Micro,Services,General Manufacturing,11,3913268,364553.8013394425,7,1,0,0,2,35744,13,151,0,1,0,0,243381,462993,486295,36,16151.952790440459,0.14235471581907666,706374,0.1242682586523591,137.8941684676625,Medium
MSME04299,Micro,Manufacturing,Education Services,11,2583225,165409.08307411932,3,1,1,0,3,44368,13,164,0,1,0,0,362481,111496,697588,24,32837.88934128275,0.46675725363090864,473977,0.2700453890001839,129.09676695721728,Medium
MSME04300,Micro,Trading,Agriculture,1,1097975,83141.6366272391,7,0,0,0,2,22075,3,30,0,3,1,4641367,77669,177524,375054,24,17655.094051224307,0.4778603797439299,4896560,0.34158701245474626,46.579906448650654,High
MSME04301,Micro,Trading,Education Services,6,3404455,250094.73634637866,1,0,1,3,1,42975,7,81,0,4,0,0,664059,386587,440853,60,9806.531495231995,0.2110461510158699,1050646,0.12949297317779204,100.03433517599322,Medium
MSME04302,Medium,Services,General Manufacturing,5,341091987,22019210.234951343,226,1,1,3,0,0,7,89,0,4,1,4081252,62601201,50309445,18615664,60,414095.1639677091,0.018806086119765145,116991898,0.05457666761312689,256.4817037967717,Low
MSME04303,Small,Trading,Education Services,10,42568615,3214295.832509105,29,1,1,6,0,0,12,144,0,3,1,864251,5172715,3533332,7467069,48,196636.5662048493,0.061175628022811214,9570298,0.1754125427853361,224.43484550609386,Low
MSME04304,Micro,Manufacturing,Education Services,1,657120,53313.242791069184,1,0,1,0,0,0,3,34,0,3,0,0,71497,100427,340664,48,8970.989713582236,0.16826944383666376,171924,0.5184197711224738,45.258439425496164,High
MSME04305,Small,Services,Auto Components,6,23534541,2236021.9044520883,48,0,1,1,0,0,7,80,0,4,0,0,4405034,3178075,5115114,48,134700.5702915497,0.06024116759471394,7583109,0.21734496542762402,160.71638359538318,Low
MSME04306,Micro,Services,Hospitality,2,861275,78510.28442338266,2,1,1,1,1,10357,4,42,0,2,1,4796347,149294,134714,215071,48,5663.644320180134,0.20405790703528157,5080355,0.2497123450698093,113.002258205044,Medium
MSME04307,Micro,Manufacturing,IT Services,2,3481774,341082.2661065822,8,0,0,1,1,42600,4,42,0,0,0,0,478692,431229,426988,60,9498.112228080834,0.1527435384512225,909921,0.12263518539686953,103.1318692658554,Medium
MSME04308,Small,Manufacturing,Education Services,0,30278799,1854476.1418373007,18,1,0,0,1,345415,1,14,0,1,1,3858703,4383453,4393058,2294683,36,76216.31208428276,0.2273587147185169,12635214,0.07578513929829252,136.94128819885876,Medium
